Geneid	Length	genome_mapping/Low.6694c2.rep3.RNAseq.mm10.sorted.bam
Rasal1	3668	44
Rbl2	4925	6543
Tekt1	1636	2
Cnga3	3832	2
Tyrp1	2755	0
P2ry1	3899	1088
Psmd4	1344	15992
Vasp	2251	22102
Hax1	1258	4654
Btbd35f13	1943	0
Sh3glb1	7489	48554
Pmm1	1302	2051
Gak	5626	19567
Msh4	3709	4
Ddx46	5715	11833
Rgs6	6101	14
Cyb561a3	3357	19489
Sftpb	1564	59
Deaf1	2733	3387
Trpc6	5066	50
Tjp3	3342	1454
Mtif2	3086	3272
Brpf1	4901	9830
Mroh6	3995	98
Magoh	692	4751
Elk3	4234	13555
Pcnt	9530	5828
Cobl	5728	766
Spin1	4641	25310
Ewsr1	4619	27796
Homer1	7736	1810
Artn	2411	8
Tmem201	6306	3349
Syncrip	7714	23019
Shisa5	2510	15851
Nprl3	3206	2477
Atp13a5	4535	0
Adra1b	3567	66
3830406C13Rik	2775	1291
Septin4	3630	198
Casp3	2610	40597
Bcl2l11	7137	6312
Vps25	1419	4989
Cask	8361	5809
Crabp1	802	68
Cck	854	237
Chit1	1851	8
Calu	3423	117514
Esd	2121	49327
Tcf24	3865	95
Eef1d	3009	23000
Adamtsl5	3559	1492
Rangrf	950	512
Cbfa2t2	6080	5204
Tmem33	6404	7889
Bad	1521	2674
Gfra1	4750	4034
Fmn1	14909	2126
Carf	5789	767
Tbx1	3467	12
Htr1d	3204	184
Mknk1	2699	2264
Nap1l4	2405	16674
Tead2	2359	13028
Rps6ka1	3450	5385
Cops2	3364	8629
Cnot6l	8814	7601
Nr1h2	2022	9079
Tle1	12173	5574
Thoc7	1184	3917
Arhgap9	2817	531
Ildr1	3042	2
Wnt11	3185	102
B4galt4	2381	47
Polr1e	3691	1339
Zbtb20	3329	1629
Grk3	6600	245
Dtna	7392	216
Tmem53	1230	287
Ppil3	1965	1415
Far1	5219	9052
Nox4	3868	267
Osgepl1	1947	705
Paqr7	4197	7761
Sgip1	5589	7
Matk	2327	199
Syt8	1661	4632
Trim3	3295	4843
Pafah2	3342	2786
D630023F18Rik	2667	18
Zmym6	5284	1333
Pde1b	3735	334
Sae1	2630	13178
Eri3	1844	4786
Cd2bp2	3509	5759
Dapk1	5940	1509
Mfn2	4828	7208
Dock10	7552	468
Ubxn10	4576	16
Dhx34	4345	2802
Fez2	4745	9145
Eif3k	1099	13068
Zranb3	5278	626
Cyp39a1	3106	2604
Podn	3331	215
Lyrm1	1510	174
Skint2	1277	0
Skp2	3411	1953
Antkmt	978	3444
Cdc27	5799	5704
Tbc1d5	5902	3563
Prc1	3102	7307
Plekhg5	4037	1986
Scyl3	4689	2718
Abcg8	3749	319
Unk	3741	3448
Tubgcp2	3650	5669
Dlk2	1566	653
Csn1s1	1435	0
Csn2	1144	0
Dhx32	3329	7727
Stx2	3794	4084
Ncf1	2969	2336
Klc3	2028	424
Anks1	7092	4140
Angpt1	4316	162
Lbhd1	1150	0
Traf3	7160	6898
Mllt3	6225	5463
Lox	4934	2896
Fuom	2420	556
Nfat5	13443	27651
Dao	2062	6
Ghrl	632	79
Elf1	4329	12064
Daam1	6319	3882
Arhgap24	4661	215
Otx2	2693	0
Pdyn	2547	676
Sigmar1	1645	7055
Nrap	5505	2536
Ergic2	3935	5711
Ehmt2	4116	31172
Fam118b	2045	1279
Foxp2	7072	15
Terf1	2268	1187
Brd4	6310	20225
AI593442	5833	14
Atl2	4148	4427
Rcan2	4172	520
Ssbp1	2637	3858
Xndc1	3246	319
Glcci1	6248	561
Pacsin1	4420	10
Olfm3	4980	4
Camk2a	5358	82
Rnaseh1	1457	1881
Jund	2878	45891
Pla2g12a	1901	3572
Tspear	2446	4
4933434E20Rik	2832	6949
Nup98	8200	12160
Sct	536	0
Alpl	2692	103
Kif14	8338	1355
Atf4	1729	35471
Esp5	1113	0
Gm44501	1229	0
Rskr	3245	44
Lrit3	6502	4
Mst1r	4744	3304
Nppb	669	720
Gck	2898	33
Tal1	4274	67
Csf2rb2	4739	1285
Cebpa	2639	2878
Arhgap6	6255	4206
Cebpb	1518	14762
Adh5	1687	14816
Mdm2	3099	6711
Crhr2	2945	8
Arid3a	5421	680
Emp1	3046	307204
Mrgpra9	1083	0
4933428G20Rik	1425	46
Fam110a	2224	2493
Pira6	5380	35
Cipc	4486	3313
Kansl2	3820	6642
Grap2	5620	45
Atp9a	4567	10626
Rad1	4678	1095
Cd1d2	1244	4
Kcnab1	4152	1067
Treml1	1250	14
Hgf	4148	245
Mme	6611	72
Sox17	4095	113
Tcl1	1641	0
Klf10	4021	9909
Pitpnm2	7359	1888
Psma7	1591	20092
Papss1	2917	14830
Sh3yl1	1892	1144
Exoc3l4	3525	1320
Oard1	1461	2088
Gbp3	3121	255
Egflam	4893	134
Cpa6	1940	0
Adgrf4	3064	46
Crppa	5409	295
Dcstamp	2054	47
Tfr2	3747	6526
Tbc1d1	5836	8202
Zeb2	11707	5002
Cad	7137	10422
Lrrc40	2796	4203
Adarb2	7351	0
Cndp2	2256	7854
Hormad1	1921	0
Fhl2	1677	9864
Stx18	2518	1756
Brap	4151	8375
Atxn7l2	2631	1893
Amph	3231	0
Tgfb1i1	3904	251
Styxl1	1729	14
Pomgnt2	2583	368
Mpv17l	3567	429
Rxfp2	3431	0
Sass6	4376	857
Spata7	2233	600
Tsc1	7715	6169
Chfr	3423	4318
Glycam1	668	2
Radil	3904	60
Zfp12	5346	2590
Sting1	2302	5035
Kynu	5111	147
Slc25a40	2838	1091
Txndc5	3158	33129
Psd2	4614	30
Tfcp2	3326	1814
Klra3	1324	8
Brd8	5758	9900
Zap70	2721	8
Celf3	4173	54
Btn2a2	2983	8
Zyx	3976	18690
Mynn	5533	3120
Mgme1	3107	1259
Scgb3a2	604	0
Pxylp1	3288	2188
Stard6	1626	84
Gid8	5193	6681
Nell2	3579	886
Fhod3	6237	1831
Agbl3	5595	561
Upp2	3645	94
Resf1	6149	5762
Fam71f1	1596	69
Tmem241	3347	743
Sidt2	4314	18839
Arhgap33	4447	263
Kctd17	1906	675
Pacsin3	2291	4426
Arntl2	2623	4885
Jade3	4991	2010
Arhgef3	4560	12830
Tbpl2	1734	0
Zfp740	4856	14036
Prrt3	3924	21
Cflar	8441	12032
Clec2i	2407	6
Sh3glb2	1873	5719
L3mbtl2	3810	2556
Cpvl	1708	2
Bcl2l1	3256	21087
Ampd2	3905	9705
Wipf1	4778	6335
Slbp	1906	4776
Gapdh	1496	270798
Tmem255a	4155	74
Xpnpep2	3699	8
Mcf2	4643	0
Nxf2	2464	6
6820408C15Rik	1835	0
Mturn	5307	4208
Lrrc4c	4702	22
Tgm6	3546	0
Apoc3	746	2158
Rnf32	1606	64
Rarb	3776	258
Spink2	822	20
Exoc1	6684	6978
Rufy3	6536	2236
Pus7	4459	6496
Cryab	1226	1726
Slc26a5	4616	0
Asic1	4911	596
Hadhb	2075	5422
Poln	3043	170
Ccdc63	2661	3
Dgcr6	1760	2715
Ovol3	2018	4
Clock	9925	6497
Nanog	2242	6
Zfp473	4249	118
Cox6b2	617	16
G6pc2	2148	2
Itih5l-ps	4374	0
Per3	6048	3158
Tns1	10066	27636
Csnk1e	5108	21079
Zfp189	3047	938
Cd83	2141	563
Rora	12321	608
Prl8a2	938	2
E2f3	5361	4483
Aopep	9141	5421
Egr3	4134	3515
Ache	2212	45
Pemt	1237	820
Rbm4	2718	49
Gm21992	4992	102
Ccdc169	3324	10
Snx29	2812	659
Nudt7	3277	784
Ddit3	871	1545
2410141K09Rik	1719	0
Rgs21	827	0
Mtarc1	2142	665
Amot	7485	2945
Rcor3	4419	3624
Pld6	1959	14
Samd15	2063	16
Shisa7	6007	6
Plppr2	2773	973
Ism2	2526	25
Nrde2	3936	2494
Col12a1	11719	21058
Wnk2	8688	127
Igdcc4	6230	493
Vsig10l	3831	216
Slc26a8	3674	12
Prickle4	1392	2
Zfand4	3221	473
Map4k3	4189	8335
Plcb3	4259	28043
Zfp37	3722	284
Aifm1	2368	4608
Nmt2	4461	7702
Camk1d	7342	2061
Oscar	1845	7
Ap1s2	4870	4079
H2bc4	774	10248
Tfpt	1166	1313
Esrp1	3969	214
Atp1b4	4278	0
Sntg1	7262	10
Awat2	2125	40
Mybl1	4984	257
Cstf2	5731	6471
Rdh13	3077	2115
Nkain3	6733	2
Traf2	3065	4286
Fgf13	3139	495
Eps8l1	4222	462
Snapc4	4491	2879
Flna	8371	330455
Il11	2007	553
Fmr1	4407	5314
Usp45	6007	2489
Ccdc106	2093	95
Ftsj1	3425	2177
Gabrq	5352	4
Inpp5e	4253	5202
Spaca1	1348	4
Abo	1795	0
Nfx1	6940	12055
Mzf1	3597	88
Ubap1	5771	7277
Gripap1	3749	4079
Relb	2200	3949
Zfp428	1227	1027
H2bc22	646	12
Atp1a3	3637	470
Rnf185	3508	3089
Tdrd7	3963	5826
Klhl13	4244	165
Klhl4	3884	18
Rxra	5466	9818
Gtf3c5	2823	3634
Lpar1	3638	7415
Dmac2	2436	1440
Med27	2602	1368
Rhbdd3	2073	1161
Trub2	4003	2280
Tmem91	876	36
Ttc14	9548	5279
Zer1	4257	3483
Mid1	4270	1037
Dolpp1	2458	2144
Lrriq4	2701	0
Mospd1	2370	2449
Slc31a2	1949	1858
Sun3	1301	0
Wdr31	2561	273
Mospd2	4093	4162
Blvrb	998	2219
Psip1	3929	8159
Map3k10	3669	2253
Ogt	5397	21829
Otud5	4262	12805
Vstm2a	3841	0
Acer2	4665	2083
Phf6	4420	3182
Tek	4702	237
Swi5	780	11577
Plp1	4028	107
Ttc16	3816	15
Syne4	1354	73
Ift74	2626	1039
Lin37	1124	1151
Ralgps1	6308	758
Kmt2b	8484	11344
Ppp1r3f	3492	1390
Pbx3	2854	1535
Eqtn	1287	11
Prickle3	2410	1146
Mapkap1	3688	5953
Atp4a	3497	84
Vps54	4569	4821
Gapdhs	1606	212
Reps2	7724	144
Ugp2	3100	6207
Cntrl	8073	4281
Dock7	7164	14593
Rp2	5142	3405
C8a	3635	581
Lhx2	2820	10
Insl5	1143	0
Golga1	4868	3753
Scml2	4881	18
Ahsa2	3716	2053
Mbd5	7055	2226
Pomgnt1	2912	5557
Tanc1	7939	11008
Cd302	1350	1510
Kif2c	3081	3088
Csrnp3	10996	0
Chac2	1330	745
Scn9a	9941	383
Cpeb4	7641	2570
Tmem14a	1351	353
Nsg2	4017	4
Kcnc3	6956	114
Smap1	3041	4713
Shroom2	8537	294
Med8	1935	2498
Naa60	2425	4334
Col9a1	4143	0
Becn2	1789	0
Foxj3	5843	5825
Nudcd2	1583	5346
Zfp451	5740	3982
Meaf6	4638	1943
Tenm2	9779	0
Tmem54	1168	6
Pde10a	8424	50
Smarca1	5122	231
Ebf1	5543	160
Tcp1	2499	36960
Suv39h1	3371	13869
Sytl4	5039	16
Tsga10	4182	172
Ppp1r8	2290	3221
Sytl5	6623	1809
Taf1	8032	6370
Hoxd8	2159	47
Osbpl6	9065	4840
Cwc22	3787	4030
Cnot6	5765	14219
Gpn2	1356	1267
Ppp1r1c	6243	4
Nckap1	4405	30342
Tbx22	3712	0
Rnf130	8200	2301
Tmx2	2287	6525
Ephb2	10927	559
Tlr7	3979	326
Tbc1d9b	5249	9839
Nmral1	1792	906
Pnkp	2134	2443
Slc39a13	2416	6837
Sqstm1	2030	66424
Txlng	5686	1403
Zfp879	2412	0
Accs	4172	987
Wdr13	4485	6248
Ldlrad3	3910	2182
Sec24a	6798	5109
Muc15	3277	0
Aqr	5097	10781
Shroom1	3312	2972
Plcb2	5145	253
Wdr45	1656	8948
Ppp1r14d	811	14
Inpp4a	7000	2774
Tyro3	4822	1036
Mgat4a	7251	2777
Cd37	1382	550
Kif3a	5450	7713
Haus2	3218	3322
Mrto4	1238	3275
Adal	2727	839
Aff3	7251	26
Sparc	2641	41253
Grk2	3451	15165
Zscan29	6334	1955
Glra1	2413	1
Pdpn	1839	911
Tubgcp4	4253	2850
Col17a1	5539	36
Cpeb3	6618	476
Trp53bp1	9624	6204
Serf2	3186	9252
Asnsd1	2442	4116
Wdr76	5687	1408
Trim11	2327	2052
Clstn1	4489	4683
Ctdspl2	6737	6234
Slc30a4	5482	11830
Usp29	14713	12
Kif1b	15024	13209
Sema6d	7207	7405
Tekt5	1764	4
Galk2	2792	3039
Astl	2498	5
H6pd	4951	27654
Pla2g10	1104	2
Tnfrsf25	1903	42
Nphp1	2297	2637
Rnf112	3186	0
Pigq	3295	7099
Lzts3	4319	633
Ap5s1	1601	1374
Mapk7	3371	4181
Cds2	8985	19409
Il21	3178	0
Tmem220	1669	201
Nudt6	1083	1089
Nudt3	2554	10990
Ypel1	3005	1514
Usp43	4462	3208
Mcm8	3472	705
Snap25	2335	447
Cd68	1247	3454
Elf2	6306	9592
Bfsp1	2390	160
Syngr4	964	15
Foxa2	2370	8410
Adam8	3117	5028
Polr2a	6734	27413
Golim4	4551	17465
Aifm3	2695	47
Pfkp	4186	18092
Nsfl1c	1486	9614
Gtf2h1	2907	6395
Snph	4750	8
Dpf2	3356	9400
Bpifa3	1110	0
Drap1	1020	12219
Gm3383	1880	0
Fgf11	3489	1003
E2f1	3099	3370
Dynlrb1	1009	8613
Gss	1963	7482
Rbm39	3155	27772
Tgif2	2899	1825
Phf23	2273	9110
Nnat	1336	408
Asgr1	1284	897
Rprd1b	4603	4757
Ralgapb	8766	17223
Rabep1	5496	6751
Dhx35	3310	2215
Emilin3	3558	8
Derl2	4154	5136
Ptprt	12174	26
Sgk2	3155	146
Tomm34	2369	4853
Tlcd2	1424	3618
Rph3al	3437	1220
Timm22	3056	2383
Apba2	3435	8
Pcsk6	4298	4633
Aurka	1975	3033
Abr	6632	22290
Cdh26	2983	4
Ssh2	9313	4561
Tpd52l2	3652	11018
Rgs19	2059	2877
Pcmtd2	3572	5610
Myo18a	7590	28458
Kif7	4568	1057
Sez6	4204	2
Slit2	10009	20674
Clip1	6066	14879
Cux1	15378	15703
Tlcd1	1710	891
Cct6b	1873	16
Lig3	5971	5189
Cpsf4	1791	3124
Hnf1b	2998	3258
Mrps23	1642	3330
Cib1	1030	4645
Nmb	692	72
Tm6sf1	2266	468
Hikeshi	3552	2312
Misp3	907	50
Chrdl2	1722	13
Anapc15	1041	1198
Art5	1714	28
Pgap2	2651	2881
Dido1	21590	9984
Prkcg	3115	403
Hmgcs1	3577	28680
Rad51c	4366	206
Micu1	2376	5611
Foxred1	2361	2031
Birc2	3444	2594
Pbx1	9280	31761
Xlr	2346	2
Tfdp1	2728	15053
Map4k2	4724	1521
Dok1	1805	9682
Drd1	3580	10
Dsc1	5007	4
Dsc3	5348	2
Rhbdf1	2939	8348
Alas1	3259	5868
Aebp1	4075	6565
Rhoc	1074	25407
Sat1	1278	21188
Adam19	6731	1099
Lilr4b	1487	1886
Lilrb4a	1500	1965
Adcy8	5039	4
Adcy9	7840	1885
Cfd	922	43
Gm21379	1958	0
Zfp799	6350	785
Clasp1	7938	9848
Nme7	3017	2098
Cox4i1	764	32705
Kyat3	2279	621
Unc5c	9355	64
Ganab	3974	45788
Ppp3ca	4846	20738
Hmgb3	1798	7285
Slc37a4	2508	4989
Ktn1	4745	12481
Nek1	5619	2178
Ppa2	1383	5991
Mcub	1318	1868
Plcd1	2908	2249
Prkcsh	2090	21962
Rab7	2622	38507
Uimc1	3379	3569
Atp11a	7752	4609
Ctbs	2894	2215
Nptn	2425	21948
Xlr4b	1320	13
Ndst3	5838	1525
Zwint	3727	10760
Vti1a	5157	4503
Slc6a17	6317	27
Ido1	1771	59
Adam32	2510	77
Cept1	6464	10993
Polr3gl	1427	1055
Plpp5	1555	4345
Pip5k1a	3676	11102
Pi4kb	3831	6824
Tuft1	2636	6131
Rorc	3416	824
Rab13	1636	2446
Dctn6	1703	5384
Pygo2	3633	10908
Chtop	3721	17428
Ddx60	5994	127
Ints10	4357	5722
Tm6sf2	1446	274
Tmem161a	3034	6165
Ocel1	1679	390
Pex1	4553	1483
Gk	4529	1763
Kcnh2	4648	3103
Dda1	1937	8068
Pgls	1167	7695
Cmc4	1011	264
Isx	1792	2
Zfp827	7609	6472
Ccdc130	2169	1273
Preb	5452	8608
Ngb	1628	56
Mpv17	1811	3745
Apela	975	8
Rad23a	3184	5126
Mylk3	3253	1189
Btg3	1428	2
Poglut1	3100	4184
Vgll2	1650	16
Oaz1	1075	6
Cap1	2787	52083
Olr1	3569	6711
Edc4	4780	12395
Irx6	3369	0
Cast	4747	27309
Car7	2154	25
Kctd19	3048	16
Nrn1l	617	28
Dus2	1910	1246
Dpep2	2032	1556
Ap1g1	6875	18019
Rab27a	3441	317
Capn5	4565	16404
Gm38666	4625	0
Gm38667	4595	0
Inafm2	3053	4210
Agtrap	4029	2912
Ctf1	1465	301
Cyba	759	12930
Cidec	1755	705
Gab1	4992	2032
Arhgdib	1414	1829
Hipk1	8451	24645
Oaz2	1844	6357
Gdnf	4867	27
Csn1s2b	766	0
Hnrnpk	3032	86841
Caprin2	3697	1539
Apod	2074	231
Hdlbp	6640	67635
Hsdl2	2714	2843
Cdkn2c	2253	3033
Syt14	7938	2
Fst	2861	2136
Coro1a	1911	1890
Pir	1601	5395
Serpina10	1609	449
Tspan33	2001	77
Smc2	5531	4014
Usp1	3595	5803
Slc7a1	7239	17059
Vsx2	3261	2
Usp15	11549	4643
Scamp5	3344	3035
Xiap	7202	9189
Pitpnb	2827	10318
Aup1	1705	12113
Sumo3	3221	11736
Rgr	4290	0
Adamtsl4	4036	3998
Mpdu1	1361	4874
Ccr7	1975	102
Atp5g3	724	19628
Fdx1	3439	2204
Dnm1	4131	1336
Ptpdc1	4901	2074
E4f1	2659	3101
Hes2	2915	4
Irf8	3433	1350
Fgd4	8708	1020
Arhgap15	4643	88
Slc7a3	2416	180
Azin2	2802	1442
Stk11	3881	8711
Fkbp1a	1983	62593
Dlgap3	4369	6
Uros	3367	747
Gfra2	3487	1479
Usp3	5578	6980
Cenpa	1581	5237
Vamp7	2578	2300
Erg	3466	137
Acsl1	4093	2789
Gpr87	1508	6
Lmo1	1559	14
Flii	4057	27126
Atp5j	903	9151
Tmem138	2025	4319
Pmp22	2352	1587
Aktip	3435	4996
Cnih2	1369	136
Mrpl55	1031	1194
Nfe2	2793	89
Rph3a	4580	4
P2ry2	3066	499
Umad1	2250	1740
Cbln2	3175	0
Shox2	3262	60
Trpc7	3674	9
Zkscan6	2371	1023
Ccrl2	2249	664
Cdc37l1	10635	5525
Marchf8	4623	10842
Clcn4	5432	6716
Plpp2	1651	8247
Ppt2	2187	2616
Phf1	2447	4993
Zfp422	3631	1811
Rnf10	3115	35901
Ing1	2935	9338
Sdf4	5705	14401
Itga10	5041	376
Pld2	6043	6152
Acy3	1284	1498
Gzmm	1404	55
Gjb1	1809	3974
Tmub2	2684	4072
Galt	2021	1088
Esr1	8765	246
Zbed3	2651	3575
Mcm5	3441	8424
Cfap46	8214	10
Zfp131	3771	5069
Lrrc23	1444	11
Slfn4	3964	331
Osbp2	4319	295
Eno2	2985	733
Ifi203	4891	389
Ncoa2	8514	6016
Elmo2	4793	6159
Ldhb	1304	1580
Mdm4	7354	8781
Cic	8967	22662
Nsun7	3939	17
Prdm4	4024	4589
Impdh1	2730	10313
Sh2b2	3279	935
Tle4	4883	1678
Qsox2	3914	2308
Ttll7	7472	3112
Gm21188	1743	129
Ap2m1	2937	21387
Gng4	3249	30
Fbxw27	1492	0
Rnf138	3178	2843
Ap3s1	1561	6801
Ubr3	8081	12745
Etv6	5696	9067
Mycl	3664	206
Folr2	1330	2432
Il12b	2505	12
Agfg2	2935	4534
Traf6	6188	4355
Prdx6	2489	24984
Aldoc	2870	2666
Ambn	1917	0
Csnk2b	1386	2338
Ap1g2	2688	1776
Hus1	5074	2099
Srcap	10904	19440
Tmem265	1221	736
Rnf4	3257	18145
Cgnl1	7233	16763
Eif4g1	5439	78751
Tmem132e	4415	22
Mlh3	5517	1967
Gm4737	2087	874
Slc9a8	4875	5592
Stil	5434	1613
Vezt	14025	3860
Arf2	2776	6889
Atp5pb	1302	20649
Entpd1	4379	1618
Mrln	446	2
Clk4	2159	4546
Col13a1	3164	126
Coq7	1503	1267
Csk	3316	10261
Csn1s2a	1038	0
Pex26	4436	3467
Hdgfl2	2312	6826
Hsd3b1	1855	0
Kcnj3	5215	72
Maff	2597	14462
Nfkbie	2437	1786
Pou6f1	4953	2748
Ppp3cc	3009	1607
Rab5c	1975	18567
Spef2	7157	5
Uap1	3084	7121
Sun5	1232	0
Spata19	853	0
Tex35	1025	0
Gm14296	8744	0
2210418O10Rik	8745	0
4930512M02Rik	729	0
Cd320	2415	1814
Plekha7	7179	2481
Ccna1	1585	2
Rnf25	1479	1899
Retreg2	2676	9036
Dtl	4253	2278
Psmf1	3559	4559
Api5	3797	19953
Mcm10	3944	2034
Duoxa1	1543	67
Nub1	3278	9023
Rngtt	4157	2642
Cnr2	4337	166
Mpdz	7568	1036
Pigo	4306	2396
E2f2	5002	641
Mad2l2	1457	3408
Stra6l	4046	637
Tmco4	3944	1695
Olfr785	939	0
BC037156	430	0
Olfr789	939	0
Pter	3706	1389
Spry1	2493	4725
Bglap3	1268	9
Plppr5	4295	0
Gpr61	3157	2
Apoa2	936	3874
Hars2	3270	3970
Cenpi	3692	1418
Pla2g4a	3051	6499
Kifap3	4010	4612
Bcs1l	1901	957
Themis	6389	6
Vps28	1042	5696
Glis3	7514	7192
Wdr44	4178	1190
Usf1	2030	5769
F9	2735	260
Midn	3727	14138
Ttpal	4523	4112
Pank4	2716	2387
Ntng2	1924	94
Gzmn	991	5
Apoe	1586	94903
Limk1	4013	2208
Mro	2627	18
Bckdhb	1621	811
Kctd6	3405	1520
Arx	2868	0
Gdpd2	2773	49
Diaph1	5796	23190
Coasy	2138	4357
Cnpy3	1902	4277
Ggt1	2539	21
Spsb2	1372	1109
Il13ra2	2279	24
Adipor1	3448	19740
Itga3	5263	94398
Itih1	3089	1307
Rptor	7022	9379
Dnmbp	6287	8811
Sh2b3	4616	10664
Mbd3	1643	7831
Car12	3716	262
Ccdc116	4280	57
Scfd1	5027	3868
Mmp11	2288	3125
Ints7	5349	5953
Mvk	1732	2248
Trappc6b	1522	4359
Nfkbib	2125	2322
Creb3l4	1786	123
Nr4a3	6702	340
Trim68	2391	846
Cutal	2352	368
Ttyh3	4659	16548
Hhipl2	2915	27
Gpr108	2308	4981
Smim4	1355	628
Nadsyn1	2645	2091
Tnfrsf23	3358	25764
Zcchc4	6976	2364
Cdk5rap3	2556	6110
Dnajb1	3227	23983
Stat4	3151	100
Fhit	1256	14
Rnf103	3463	6860
Zfp51	2576	666
Enpp1	6781	15289
Nek4	4245	2016
Sema4f	4086	475
Siah1b	2106	772
Pigbos1	499	402
Gm13090	746	0
Secisbp2	3317	3018
Gm27021	1007	0
Aldh2	4155	87205
Alox5ap	1014	1834
Porcn	2761	16444
Mtrr	4509	2350
Cdkal1	6325	2142
Gm13030	655	0
Vegfd	2018	339
Gpr50	3069	13
Nnt	4860	7954
Il2rg	1663	713
Mrgpra6	3700	4
Aqp4	6007	14
Lrrc31	2103	0
Gm10037	686	12
Sprr2a3	852	304
Zfp141	4096	946
Robo4	3785	354
2610042L04Rik	1885	0
Gm3636	1724	0
Gm45915	2124	20
Speer1	1266	0
Clec7a	2285	1382
Gm44805	644	0
Cox16	2793	600
Synj2bp	10825	5313
Gm20498	2805	0
Scamp3	1579	383
Gm45927	2938	0
Gm5861	1153	0
Clcf1	2092	12237
Gm45929	1549	0
Atf7	7651	16983
Dpm1	2293	84
Adnp	5128	353
Tmem218	1147	387
Nelfb	2866	12664
Obp1b	716	0
Ms4a4a	996	1607
Dnah7c	12282	8
Zfp119b	2174	191
Ppp3cb	3831	10362
Crocc2	7428	83
Synpo2l	4627	404
Impa1	4185	7311
Mei1	4078	0
Ly6g	936	4
Atp6v1h	2063	6811
Kdm6a	5935	6337
Slmap	5455	14858
Cdk14	5401	3505
Gm21190	1167	0
Gm21083	1195	0
Mapk8	5827	5388
Malrd1	6740	4
Cdk16	3650	14716
Cypt1	678	0
Cphx3	1664	0
Reln	11698	195
Pde4c	3295	248
Rint1	3298	3096
Osmr	4835	2764
Eloc	2189	5473
Fam126a	6315	10137
Serpina16	1532	0
Asic3	1942	33
Asb10	2650	18
Trps1	10343	2557
Mgst2	602	4741
Lmbrd1	5509	5367
Bend6	2438	1771
Ankle1	2772	350
Rhox2a	832	0
Osbpl7	3579	1462
Cnpy1	3841	0
Kansl3	4741	14643
Mbnl3	8829	170
Mapre3	2021	979
Zfp423	4995	54
Ankrd23	2365	1598
Stmn4	1445	12
Khk	1590	1587
Zbbx	2479	0
Chd9	11565	2156
Zfp92	6741	2
Ankrd39	2050	510
Txndc16	4062	472
Atp2b3	6931	4
Prss54	1590	1
Tpp2	4691	10570
Scrib	5624	11377
Nabp1	2838	1830
Msantd1	2793	102
Olfr1055	1041	0
1700088E04Rik	1365	26
Nt5c1b	2029	2
Psma6	1103	13878
Tmem260	5632	4231
Mob4	2826	5305
Lrfn5	5633	2
Mef2d	5562	15928
Rab28	1905	2864
Mtss2	5006	1527
Psma3	2398	15457
Paqr6	1670	16
Fam126b	8915	1065
Trim5	2495	60
Spryd7	4144	962
Lgi2	6372	346
Pmf1	1078	3403
Cog4	2967	9010
Gata4	3408	4721
Lias	2884	2894
Mlkl	2030	2938
Scgb2b21	510	0
Akr1cl	1372	4
Ube2k	4882	9346
Scgb2b18	520	0
Fmnl3	4436	26368
Pikfyve	11423	2572
Krtcap2	601	6788
AF067061	900	2
Psg16	5159	9
Slc30a9	3410	11864
Usp10	3730	11155
Guf1	5018	2545
Gm21761	885	0
Scgb1b12	417	0
Crispld2	4186	467
Ociad2	2510	11474
Pdcl2	1192	0
Stap1	1225	9
Pmvk	1705	2648
Spdye4c	1020	6
Rpe	2724	2603
Zfp442	7164	396
Ccdc122	1822	391
Gnrhr	3195	0
Cldn34c1	3317	274
Cnmd	1458	14
Rassf6	1998	3102
Scgb2b11	520	0
Vwc2l	4655	2
Igfbp2	1415	1634
Scgb2b1	526	0
Vps9d1	2829	2708
Usp37	7358	3162
Art3	1748	480
Zmiz1	7521	42152
Zfp142	6483	2148
Zfp111	7221	1203
Caps2	2838	2
Il6ra	3377	1871
Bmp3	6302	28
Obsl1	6057	1845
Scg2	2722	227
Prkcd	2853	19422
Fbxo17	1976	606
Ntpcr	2278	1362
Kir3dl1	1555	0
Slc26a1	3854	167
Mff	2101	7190
Armc9	5259	783
Smok3c	2331	0
Scyl2	4839	6477
Slc16a4	2546	219
Lrcol1	962	1
Slc17a8	4716	22
Ptbp2	3364	8518
Cabp1	1909	5
Agfg1	7940	11955
Cypt3	681	0
Mmp27	2132	14
P2rx4	2702	4117
Cnksr2	7165	3226
Cep57	2848	1649
Gemin8	1971	1133
Kmt5a	3178	17561
Rps15	631	51704
Mre11a	5766	3584
Rnf220	3512	7558
Gpr83	3586	0
Egf	4788	159
Siglech	2483	6
Cibar1	1906	4033
Fbxo7	5608	823
Ubl5	3189	6006
Znhit1	1340	2761
Pde4a	5578	3501
Dapp1	3087	1663
Hsf3	3434	0
Mterf4	1330	991
Spdye4a	2085	2
Zfp653	2212	1107
Tenm4	14048	20482
Thap4	2230	4707
Tex26	1507	18
B3gat1	3865	0
D2hgdh	3506	1490
Glb1l2	3737	24
Neu4	4591	0
Ankrd61	1757	103
Gin1	2785	458
Marchf11	1573	0
Sspn	4570	9053
Rnf214	4246	6440
Tac1	1049	7
Ing3	3800	3556
Nnmt	1013	343
Ccdc192	1013	2
Ndufa5	620	3956
Dixdc1	5809	971
Mbd2	2350	14963
Grm8	3912	8
1110032A03Rik	3502	723
Lingo1	4384	60
Zc3hc1	1861	4848
Klhdc10	5937	14800
Pml	5377	5534
Lypd1	6604	72
